date,temperature,humidite,co,tempExterieur,country,speed,direction,chill
2018-04-24 01:41:10,22,56,0,17,MA,11.27,45,63
2018-04-24 01:41:21,22,56,0,17,MA,11.27,45,63
2018-04-24 01:41:32,22,56,0,17,MA,11.27,45,63
2018-04-24 01:41:43,22,55,0,17,MA,11.27,45,63
2018-04-24 01:41:55,22,55,0,17,MA,11.27,45,63
2018-04-24 01:42:06,22,56,0,17,MA,11.27,45,63
2018-04-24 01:42:17,22,55,0,17,MA,11.27,45,63
2018-04-24 01:42:28,22,56,0,17,MA,11.27,45,63
2018-04-24 01:42:40,22,55,0,17,MA,11.27,45,63
2018-04-24 01:42:51,22,55,0,17,MA,11.27,45,63
2018-04-24 01:43:02,22,56,0,17,MA,11.27,45,63
2018-04-24 01:43:13,22,56,0,17,MA,11.27,45,63
2018-04-24 01:43:24,22,56,0,17,MA,11.27,45,63
2018-04-24 01:43:36,22,55,0,17,MA,11.27,45,63
2018-04-24 01:43:47,23,54,0,17,MA,11.27,45,63
2018-04-24 01:43:58,22,55,0,17,MA,11.27,45,63
2018-04-24 01:44:09,23,54,0,17,MA,11.27,45,63
2018-04-24 01:44:21,23,54,0,17,MA,11.27,45,63
2018-04-24 01:44:32,23,53,0,17,MA,11.27,45,63
2018-04-24 01:44:47,23,54,0,17,MA,11.27,45,63
2018-04-24 01:44:58,23,54,0,17,MA,11.27,45,63
2018-04-24 01:45:10,23,54,0,17,MA,11.27,45,63
2018-04-24 01:45:21,23,54,0,17,MA,11.27,45,63
2018-04-24 01:45:32,23,53,0,17,MA,11.27,45,63
2018-04-24 01:45:43,23,53,0,17,MA,11.27,45,63
2018-04-24 01:45:55,23,54,0,17,MA,11.27,45,63
2018-04-24 01:46:06,23,52,0,17,MA,11.27,45,63
2018-04-24 01:46:17,23,53,0,17,MA,11.27,45,63
2018-04-24 01:46:28,23,52,0,17,MA,11.27,45,63
2018-04-24 01:46:44,23,53,0,17,MA,11.27,45,63
2018-04-24 01:46:55,23,53,0,17,MA,11.27,45,63
2018-04-24 01:47:08,23,52,0,17,MA,11.27,45,63
2018-04-24 01:47:19,23,53,0,17,MA,11.27,45,63
2018-04-24 01:47:30,23,52,0,17,MA,11.27,45,63
2018-04-24 01:47:44,25,59,0,17,MA,11.27,45,63
2018-04-24 01:47:56,25,62,0,17,MA,11.27,45,63
2018-04-24 01:48:07,25,63,0,17,MA,11.27,45,63
2018-04-24 01:48:18,24,64,0,17,MA,11.27,45,63
2018-04-24 01:48:29,24,64,0,17,MA,11.27,45,63
2018-04-24 01:48:41,24,63,0,17,MA,11.27,45,63
2018-04-24 01:48:52,24,62,0,17,MA,11.27,45,63
2018-04-24 01:49:03,24,61,0,17,MA,11.27,45,63
2018-04-24 01:49:14,24,60,0,17,MA,11.27,45,63
2018-04-24 01:49:26,24,58,0,17,MA,11.27,45,63
2018-04-24 01:49:37,25,57,0,17,MA,11.27,45,63
2018-04-24 01:49:48,24,57,0,17,MA,11.27,45,63
2018-04-24 01:49:59,24,57,0,17,MA,11.27,45,63
2018-04-24 01:50:10,24,57,0,17,MA,11.27,45,63
2018-04-24 12:25:38,22,59,0,20,MA,11.27,290,68
2018-04-24 12:25:50,22,59,0,20,MA,11.27,290,68
2018-04-24 12:26:01,22,59,0,20,MA,11.27,290,68
2018-04-24 12:26:23,22,60,0,20,MA,11.27,290,68
2018-04-24 12:26:35,22,59,0,20,MA,11.27,290,68
2018-04-24 12:26:46,22,59,0,20,MA,11.27,290,68
2018-04-24 12:26:57,22,59,0,20,MA,11.27,290,68
2018-04-24 12:27:08,22,59,0,20,MA,11.27,290,68
2018-04-24 12:27:20,22,59,0,20,MA,11.27,290,68
2018-04-24 12:27:31,22,59,0,20,MA,11.27,290,68
2018-04-24 12:27:43,22,59,0,20,MA,11.27,290,68
2018-04-24 12:27:55,22,59,0,20,MA,11.27,290,68
2018-04-24 12:28:06,22,59,0,20,MA,11.27,290,68
2018-04-24 12:28:17,22,59,0,20,MA,11.27,290,68
2018-04-24 12:28:29,22,58,0,20,MA,11.27,290,68
2018-04-24 12:28:40,22,59,0,20,MA,11.27,290,68
2018-04-24 12:28:51,22,59,0,20,MA,11.27,290,68
2018-04-24 12:29:02,22,59,0,20,MA,11.27,290,68
2018-04-24 12:29:34,22,58,0,20,MA,11.27,290,68
2018-04-24 12:29:46,22,59,0,20,MA,11.27,290,68
2018-04-24 12:30:00,22,58,0,20,MA,11.27,290,68
2018-04-24 12:30:15,22,58,0,20,MA,11.27,290,68
2018-04-24 12:30:29,22,58,0,20,MA,11.27,290,68
2018-04-24 12:30:41,22,58,0,20,MA,11.27,290,68
2018-04-24 12:30:56,22,58,0,20,MA,11.27,290,68
2018-04-24 12:31:09,22,58,0,20,MA,11.27,290,68
2018-04-24 12:31:25,22,58,0,20,MA,11.27,290,68
2018-04-24 12:31:38,22,58,0,20,MA,11.27,290,68
2018-04-24 12:31:50,22,58,0,20,MA,11.27,290,68
2018-04-24 12:32:02,22,58,0,20,MA,11.27,290,68
2018-04-24 12:32:14,22,58,0,20,MA,11.27,290,68
2018-04-24 12:32:26,22,58,0,20,MA,11.27,290,68
2018-04-24 12:32:37,22,58,0,20,MA,11.27,290,68
2018-04-24 12:32:48,22,57,0,20,MA,11.27,290,68
2018-04-24 12:33:03,22,57,0,20,MA,11.27,290,68
2018-04-24 12:33:16,22,57,0,20,MA,11.27,290,68
2018-04-24 12:33:28,23,56,0,20,MA,11.27,290,68
2018-04-24 12:33:39,22,57,0,20,MA,11.27,290,68
2018-04-24 12:33:53,22,57,0,20,MA,11.27,290,68
2018-04-24 12:34:04,22,57,0,20,MA,11.27,290,68
2018-04-24 12:34:17,23,56,0,20,MA,11.27,290,68
2018-04-24 12:34:29,22,57,0,20,MA,11.27,290,68
2018-04-24 12:34:44,22,57,0,20,MA,11.27,290,68
2018-04-25 01:22:05,25,54,0,16,MA,11.27,20,63
2018-04-25 01:22:17,26,55,0,16,MA,11.27,20,63
2018-04-25 01:22:28,25,54,0,16,MA,11.27,20,63
2018-04-25 01:22:39,25,55,0,16,MA,11.27,20,63
2018-04-25 01:22:50,26,55,0,16,MA,11.27,20,63
2018-04-25 01:23:01,26,54,0,16,MA,11.27,20,63
2018-04-25 01:23:12,26,54,0,16,MA,11.27,20,63
2018-04-25 01:23:24,26,55,0,16,MA,11.27,20,63
2018-04-25 01:23:35,26,54,0,16,MA,11.27,20,63
2018-04-25 01:23:46,26,54,0,16,MA,11.27,20,63
2018-04-25 01:23:57,26,55,0,16,MA,11.27,20,63
2018-04-25 01:24:09,26,54,0,16,MA,11.27,20,63
2018-04-25 01:24:22,26,54,0,16,MA,11.27,20,63
2018-04-25 01:24:38,26,54,0,16,MA,11.27,20,63
2018-04-25 01:24:49,26,54,0,16,MA,11.27,20,63
2018-04-25 01:25:01,26,54,0,16,MA,11.27,20,63
2018-04-25 01:25:13,26,54,0,16,MA,11.27,20,63
2018-04-25 01:25:24,26,54,0,16,MA,11.27,20,63
2018-04-25 01:25:35,26,54,0,16,MA,11.27,20,63
2018-04-25 01:25:47,26,54,0,16,MA,11.27,20,63
2018-04-25 01:26:01,26,54,0,16,MA,11.27,20,63
2018-04-25 01:26:12,27,53,0,16,MA,11.27,20,63
2018-04-25 01:26:24,26,53,0,16,MA,11.27,20,63
2018-04-25 01:26:35,26,53,0,16,MA,11.27,20,63
2018-04-25 01:26:48,26,52,0,16,MA,11.27,20,63
2018-04-25 01:27:01,26,53,0,16,MA,11.27,20,63
2018-04-26 00:21:10,24,57,0,16,MA,11.27,270,63
2018-04-26 00:21:21,23,56,0,16,MA,11.27,270,63
2018-04-26 00:21:32,23,56,0,16,MA,11.27,270,63
2018-04-26 00:21:44,24,57,0,16,MA,11.27,270,63
2018-04-26 00:21:55,24,56,0,16,MA,11.27,270,63
2018-04-26 00:22:06,23,56,0,16,MA,11.27,270,63
2018-04-26 00:22:18,24,58,0,16,MA,11.27,270,63
2018-04-26 00:22:30,24,58,0,16,MA,11.27,270,63
2018-04-26 00:22:41,24,57,0,16,MA,11.27,270,63
2018-04-26 00:22:53,24,56,0,16,MA,11.27,270,63
2018-04-26 00:23:04,24,56,0,16,MA,11.27,270,63
2018-04-26 00:23:15,24,56,0,16,MA,11.27,270,63
2018-04-26 00:23:27,24,56,0,16,MA,11.27,270,63
2018-04-26 00:23:39,24,58,0,16,MA,11.27,270,63
2018-04-26 00:23:53,24,58,0,16,MA,11.27,270,63
2018-04-26 00:24:04,24,57,0,16,MA,11.27,270,63
2018-04-26 00:24:15,24,57,0,16,MA,11.27,270,63
2018-04-26 00:24:27,24,57,0,16,MA,11.27,270,63
2018-04-26 00:24:40,24,57,0,16,MA,11.27,270,63
2018-04-26 00:24:51,24,57,0,16,MA,11.27,270,63
2018-04-26 00:25:07,24,57,0,16,MA,11.27,270,63
2018-04-26 00:25:18,24,57,0,16,MA,11.27,270,63
2018-04-26 00:25:29,24,57,0,16,MA,11.27,270,63
2018-04-26 00:25:40,24,57,0,16,MA,11.27,270,63
2018-04-26 00:25:51,24,57,0,16,MA,11.27,270,63
2018-04-26 00:26:07,24,57,0,16,MA,11.27,270,63
2018-04-26 00:26:18,24,57,0,16,MA,11.27,270,63
2018-04-26 00:26:34,24,57,0,16,MA,11.27,270,63
2018-04-26 00:26:45,24,57,0,16,MA,11.27,270,63
2018-04-26 00:26:56,24,57,0,16,MA,11.27,270,63
2018-04-26 00:27:07,24,57,0,16,MA,11.27,270,63
2018-04-26 00:27:19,24,57,0,16,MA,11.27,270,63
2018-04-26 00:27:31,24,57,0,16,MA,11.27,270,63
2018-04-26 00:27:43,24,57,0,16,MA,11.27,270,63
2018-04-26 00:27:54,24,57,0,16,MA,11.27,270,63
2018-04-26 00:28:06,24,57,0,16,MA,11.27,270,63
2018-04-26 00:28:17,24,57,0,16,MA,11.27,270,63
2018-04-26 00:28:29,24,57,0,16,MA,11.27,270,63
2018-04-26 00:28:40,24,57,0,16,MA,11.27,270,63
2018-04-26 00:28:52,24,57,0,16,MA,11.27,270,63
2018-04-26 00:29:04,24,57,0,16,MA,11.27,270,63
2018-04-26 00:29:15,25,56,0,16,MA,11.27,270,63
2018-04-26 00:29:27,25,56,0,16,MA,11.27,270,63
2018-04-26 00:29:39,24,57,0,16,MA,11.27,270,63
2018-04-26 00:29:50,24,57,0,16,MA,11.27,270,63
2018-04-26 00:30:02,24,57,0,16,MA,11.27,270,63
